"gender","age","membership_start","income","ave_spend","max_spend","tenure","recency","frequency","monetary_value","r_score","f_score","m_score","fm_string","fm_score","rfm_string","rfm_score","person_id"
"F",75,"2017-10-27",102000,30.67,39.96,273,684,8,245.34,"8","6","10","610",16,"8610",24,"a38973ef33214677b210694dbcc2392f"
"M",57,"2017-12-30",80000,15.53,18.54,208,480,3,46.58,"1","2","4","24",6,"124",7,"a38d0193a34a45dabbc0daab567cb670"
"M",26,"2017-11-13",59000,3.38,6.38,255,660,5,16.92,"6","4","2","42",6,"642",12,"a38eb4920fde465ba8afe6386d64f4b3"
"M",58,"2018-05-07",36000,2.77,7.85,81,480,5,13.87,"1","4","2","42",6,"142",7,"a397c7e5c6ca48a1b24e1ef84baa15e8"
"F",71,"2017-09-15",87000,25.43,33.66,315,468,5,127.15,"1","4","7","47",11,"147",12,"a3987eccf7c744b7985e432bdb377742"
"M",29,"2016-10-15",37000,1.63,3.29,650,714,7,11.43,"10","6","1","61",7,"1061",17,"a39a82d3e68141a997345f1f79e4e23b"
"M",51,"2017-11-23",66000,13.2,18.27,245,642,10,131.99,"5","8","7","87",15,"587",20,"a3a171e988154356bdd208248d36b91e"
"M",57,"2018-05-21",33000,65.07,285.67,67,672,5,325.35,"7","4","10","410",14,"7410",21,"a3aab03d52bc4927a6c4eb9c1f9820d8"
"F",60,"2016-04-22",90000,23.63,30.07,826,702,8,189.05,"9","6","9","69",15,"969",24,"a3b25e3ffd2f4a54b6559b7e901e294e"
"F",79,"2015-04-15",48000,10.13,128,1199,630,15,152,"5","9","8","98",17,"598",22,"a3b9b4bf115e4564933ea2e4bc936843"
"M",60,"2015-09-16",71000,19.84,34.56,1045,678,13,257.93,"7","9","10","910",19,"7910",26,"a3c2a505d62744f7b5d125930b533a33"
"M",58,"2017-10-20",81000,18.77,30.42,280,546,9,168.94,"2","7","8","78",15,"278",17,"a3c4dcf08f0c4e1c81493a5fe4c20c8e"
"M",44,"2016-11-11",59000,15.86,21.69,622,630,16,253.68,"5","10","10","1010",20,"51010",25,"a3c93de84ce84d7ca12466bb19a8ea84"
"M",43,"2016-06-30",39000,9.64,16.43,757,690,13,125.32,"8","9","7","97",16,"897",24,"a3cbf6d9d9f541b6b3c1e318ba227b87"
"F",61,"2017-10-21",77000,17.8,20.38,279,678,3,53.39,"7","2","4","24",6,"724",13,"a3cf235d81cf416a80bdd8ae2fe64f16"
"M",67,"2017-04-17",38000,7,112.57,466,648,25,174.94,"6","10","8","108",18,"6108",24,"a3d2267a2d1f4eaabd6869c07b03cdf6"
"M",67,"2015-08-08",86000,29.77,38.42,1084,594,4,119.09,"3","3","7","37",10,"337",13,"a3d8dd50c46540a1a47fdbe29ebe3a56"
"F",74,"2015-09-17",91000,24.71,33.65,1044,666,7,172.99,"7","6","8","68",14,"768",21,"a3e60b93d1e74705aca726d383f090a8"
"M",52,"2018-01-06",44000,0.81,0.92,201,618,2,1.62,"4","1","1","11",2,"411",6,"a3e9b21325054afe84824e4ff00fcaf0"
"M",72,"2017-11-01",71000,1.88,4.38,267,516,3,5.63,"2","2","1","21",3,"221",5,"a3eb2210163d428193f42baa491273ba"
"M",39,"2017-03-24",86000,22.77,30.73,489,636,8,182.14,"5","6","9","69",15,"569",20,"a3f201002d1448b68f6b5ce6d34e461b"
"M",52,"2016-10-10",55000,3.14,10.54,655,684,15,47.04,"8","9","4","94",13,"894",21,"a3f314ef7ad04c0e915c09de4608611e"
"M",41,"2018-05-03",83000,22.67,36.49,85,612,6,136.02,"4","5","7","57",12,"457",16,"a3f828c0faa74d0a9278fa145cf1336f"
"M",50,"2016-03-30",54000,12.4,20.28,849,714,10,124.03,"10","8","7","87",15,"1087",25,"a3fa9c5ae07348f0ad9c6942a17e063b"
"F",71,"2017-05-31",105000,32.61,37.58,422,588,4,130.43,"3","3","7","37",10,"337",13,"a3fb80657b0b48018345c415a72838b4"
"M",56,"2014-05-19",90000,21.23,33.62,1530,642,10,212.27,"5","8","9","89",17,"589",22,"a400237df33c4cb7a103a91607f6379b"
"F",30,"2018-06-19",56000,13.2,18.18,38,702,9,118.76,"9","7","7","77",14,"977",23,"a40887a885c941a38fea086a675285b9"
"M",69,"2017-07-30",60000,2.45,6.53,362,516,6,14.68,"2","5","2","52",7,"252",9,"a409efede5f44ec09c80861a0a32b73a"
"F",62,"2017-08-21",49000,9.85,18.69,340,636,11,108.37,"5","8","6","86",14,"586",19,"a411525d66d7480aa52869a5804cc8a0"
"M",67,"2018-06-11",79000,24.05,27.8,46,546,3,72.14,"2","2","5","25",7,"225",9,"a414d8006bc24fe18b564304efdf559b"
"M",69,"2015-09-07",75000,19.35,24.74,1054,714,11,212.88,"10","8","9","89",17,"1089",27,"a417d79c79d646f9ae12dbbe3a4e921f"
"M",39,"2018-03-23",31000,3.28,12.66,125,660,5,16.42,"6","4","2","42",6,"642",12,"a425b937d8f245048313d81bee4e1745"
"M",28,"2018-05-06",62000,3.19,5.84,82,654,4,12.77,"6","3","1","31",4,"631",10,"a425f5b5cfc14898b65f9f2256c1be82"
"M",64,"2016-03-10",98000,26.34,43.02,868,636,6,158.03,"5","5","8","58",13,"558",18,"a42c0201a41f4ab58ac32316af9e460a"
"F",86,"2016-01-29",76000,18.79,28.92,909,600,11,206.7,"3","8","9","89",17,"389",20,"a42c66f6abfb40df85014739db64faf0"
"M",72,"2018-01-20",68000,16.94,31.4,187,468,4,67.76,"1","3","5","35",8,"135",9,"a42d922636524c8c93b20b5c1be1d933"
"F",74,"2018-07-04",84000,25.93,28.45,23,564,3,77.78,"2","2","5","25",7,"225",9,"a42e233559954b2f9e3042b73fca0af3"
"F",62,"2016-10-17",33000,14.87,215.27,648,714,31,461.09,"10","10","10","1010",20,"101010",30,"a42ed50acc4d4b25bca647c9e0b916ad"
"M",74,"2015-12-14",52000,14.16,22.97,955,648,12,169.88,"6","8","8","88",16,"688",22,"a42fd3d06d2047b7b57eb14945596349"
"F",64,"2017-10-30",73000,23.68,33.12,269,600,13,307.89,"3","9","10","910",19,"3910",22,"a43342085d674672b26ddd5331f47c17"
"M",47,"2014-08-14",53000,96.11,278.11,1443,462,3,288.33,"1","2","10","210",12,"1210",13,"a435b1a742f14417b79b342a22a48c45"
"M",43,"2018-04-22",30000,3.35,10.82,96,522,7,23.48,"2","6","2","62",8,"262",10,"a43970e00d2d4bf68ec23a67804097ea"
"M",65,"2018-01-20",73000,22.69,37,187,492,4,90.74,"1","3","6","36",9,"136",10,"a44050d518e8454e8c5fb7d47055e8e0"
"M",51,"2014-02-03",55000,2.96,5.62,1634,678,16,47.33,"7","10","4","104",14,"7104",21,"a442df3deaaf4296b5c25564422dc9c7"
"M",65,"2015-06-23",92000,22.29,37.04,1130,696,12,267.47,"9","8","10","810",18,"9810",27,"a4458b2964b94b1c8b4a948cf7efd97e"
"M",78,"2018-03-30",79000,22.95,22.95,119,516,1,22.95,"2","1","2","12",3,"212",5,"a44656a90dc345f9a15a1a56aa5df1a7"
"F",61,"2018-05-01",40000,2.97,10.07,87,546,7,20.78,"2","6","2","62",8,"262",10,"a448667f336b42c9a66fc5ffd5d73772"
"F",60,"2016-04-27",109000,23.32,32.38,821,630,7,163.26,"5","6","8","68",14,"568",19,"a44918e773f24397ab2c5e3dfb2207ca"
"M",60,"2018-02-06",58000,1.73,3.66,170,564,9,15.58,"2","7","2","72",9,"272",11,"a44b09e04d394303aa5c79cba7655a02"
"F",73,"2017-07-17",84000,23.91,34.59,375,588,6,143.45,"3","5","7","57",12,"357",15,"a45364cba6e84a1098456512985226ad"
"F",62,"2018-07-07",117000,28.27,38.55,20,654,6,169.6,"6","5","8","58",13,"658",19,"a453d70e85fd493f9584570a3dae58a8"
"F",26,"2017-03-24",40000,43.61,454.2,489,714,14,610.52,"10","9","10","910",19,"10910",29,"a4579681ffca49cfbff6f5453a49bf76"
"F",77,"2018-03-29",39000,11.46,22.52,120,636,14,160.42,"5","9","8","98",17,"598",22,"a45b69f1c8554ae7af83e74426ca437a"
"M",66,"2016-03-09",52000,4.28,8.68,869,702,17,72.82,"9","10","5","105",15,"9105",24,"a45f960b9d1e4684881327509ecf2cd9"
"M",44,"2018-06-08",48000,4.78,10.49,49,606,6,28.7,"4","5","3","53",8,"453",12,"a4623fed77d44af6a5529344bc8e3d7c"
"M",24,"2016-03-25",50000,2.97,5.25,853,702,13,38.56,"9","9","3","93",12,"993",21,"a464b4c6b4e84d499a7e3af6f3460694"
"F",48,"2015-01-12",82000,20.48,25.45,1291,498,6,122.87,"1","5","7","57",12,"157",13,"a46cf4bcc5134887a5c11e3e208b045c"
"M",67,"2014-01-07",30000,1.94,4.13,1661,636,16,31.11,"5","10","3","103",13,"5103",18,"a46de8779dc640e7a3212e47e5bc0e58"
"M",76,"2015-07-15",64000,4.14,9.02,1108,678,13,53.77,"7","9","4","94",13,"794",20,"a4752d3a07424488807679308a945758"
"O",66,"2018-07-18",42000,2.06,7.42,9,606,7,14.44,"4","6","2","62",8,"462",12,"a47c67eba954488783f2936daf14f7ab"
"F",50,"2017-10-14",99000,27.59,32.5,286,420,4,110.35,"1","3","6","36",9,"136",10,"a47ee0a952974c269798b179e40070b7"
"F",62,"2017-07-10",79000,23.61,25.75,382,492,3,70.83,"1","2","5","25",7,"125",8,"a47eed99f69740269b61c3b83d433657"
"F",57,"2017-11-04",71000,18.79,31.19,264,648,7,131.52,"6","6","7","67",13,"667",19,"a482640827114b1081c8c81fd1cd428b"
"F",63,"2017-01-17",95000,23.09,31.93,555,690,9,207.83,"8","7","9","79",16,"879",24,"a487abb2cec6470d8bca05401c1c30e0"
"F",53,"2017-12-01",55000,12.56,15.61,237,594,6,75.38,"3","5","5","55",10,"355",13,"a4aa6b434929474089dd981a5020cd5a"
"M",55,"2017-09-30",32000,8.73,15.5,300,546,8,69.82,"2","6","5","65",11,"265",13,"a4ab755ad5d748ba8bb1bf32b6096e83"
"M",71,"2015-08-26",95000,23.8,33.35,1066,708,14,333.16,"10","9","10","910",19,"10910",29,"a4ac99af1b7f4344b734ac07592ab717"
"F",52,"2017-10-13",73000,4.21,12.72,287,618,5,21.04,"4","4","2","42",6,"442",10,"a4b31623ede94b5e9a945a2c1264b30d"
"M",57,"2016-03-04",66000,18.16,35.88,874,660,6,108.93,"6","5","6","56",11,"656",17,"a4b50cb72c8643c59e9204b10309955c"
"M",43,"2015-09-20",62000,15.2,30.31,1041,708,14,212.76,"10","9","9","99",18,"1099",28,"a4b858bdbc8f4eefaeadc1bb0a0541db"
"M",65,"2017-12-24",59000,3.63,5.14,214,636,3,10.9,"5","2","1","21",3,"521",8,"a4c20459489645ac9dd9cd82cd53ade9"
"M",66,"2015-10-30",72000,91.71,575.75,1000,714,8,733.67,"10","6","10","610",16,"10610",26,"a4c2dd694269444085976f10b9b225f6"
"F",62,"2017-08-17",87000,27.68,50.89,344,522,7,193.79,"2","6","9","69",15,"269",17,"a4c5415b4a7648d185dfd0379dde947a"
"M",27,"2018-07-09",33000,3.68,6.49,18,606,2,7.35,"4","1","1","11",2,"411",6,"a4c60efb39d442f2aa5ee98e5b0c8e46"
"M",24,"2014-08-02",42000,3.77,9.04,1455,654,19,71.72,"6","10","5","105",15,"6105",21,"a4c98a6ac16146a3ace87e6680b67471"
"F",43,"2016-05-16",66000,18.08,30.34,802,648,19,343.55,"6","10","10","1010",20,"61010",26,"a4cc155f15504d45a362713910b543e3"
"F",60,"2018-04-20",117000,26.99,32.09,98,660,4,107.95,"6","3","6","36",9,"636",15,"a4cd8d3f09a44dd09960e7e96df805a5"
"F",46,"2017-06-21",43000,27.29,304.34,401,684,18,491.16,"8","10","10","1010",20,"81010",28,"a4d1b75470fe4c4ea250788d4683d486"
"F",62,"2017-12-14",72000,18.43,27.45,224,612,5,92.17,"4","4","6","46",10,"446",14,"a4d629a11c0746c69c01f660286dea7e"
"F",74,"2017-12-03",42000,2.62,7.49,235,696,5,13.11,"9","4","2","42",6,"942",15,"a4dbdeea34474565ae624261b34c1c43"
"M",61,"2018-04-14",67000,13.99,21.43,104,594,6,83.94,"3","5","5","55",10,"355",13,"a4e14694c84c4601990dba55a2729841"
"M",70,"2015-12-28",99000,32.15,34.39,941,546,2,64.3,"2","1","5","15",6,"215",8,"a4e1a10c647c431da41ec5177b98031d"
"M",75,"2016-11-25",97000,30.48,64.92,608,690,7,213.35,"8","6","9","69",15,"869",23,"a4e1b4bbba3c4934acd3a9c6f149b972"
"M",63,"2017-08-03",45000,2.63,7.1,358,654,3,7.88,"6","2","1","21",3,"621",9,"a4e324a32bad4aee8eca0db182dabc24"
"M",46,"2017-07-05",33000,7.02,10.21,387,564,12,84.18,"2","8","5","85",13,"285",15,"a4e5b1a385e04d88a86f0f6dbdd0ab86"
"M",56,"2015-07-20",49000,5.33,18.05,1103,714,8,42.63,"10","6","4","64",10,"1064",20,"a4e7d9d612f747b997fb9c174a1c5b45"
"M",84,"2017-08-30",96000,24.89,36.48,331,564,5,124.46,"2","4","7","47",11,"247",13,"a4e8ffac73b24dc7b1836b56139dd47a"
"F",43,"2018-03-16",47000,9.21,12.43,132,708,6,55.28,"10","5","4","54",9,"1054",19,"a4ebb3f91224451a93cb4597ca3ceb41"
"F",58,"2017-07-15",86000,24.35,38.62,377,648,7,170.47,"6","6","8","68",14,"668",20,"a4ecb966735a4b88a0028b78c561c1ee"
"M",43,"2018-07-11",93000,20.03,20.03,16,420,1,20.03,"1","1","2","12",3,"112",4,"a4ecd1ebb16a4800bdbf57aaf0144078"
"M",68,"2018-02-10",67000,3.39,8.27,166,714,11,37.31,"10","8","3","83",11,"1083",21,"a4ef66feebf34cbd961d2f557a13b4ec"
"M",40,"2014-12-01",31000,3.47,17.63,1333,630,22,76.27,"5","10","5","105",15,"5105",20,"a4f3350b08934d41a80e526317842b40"
"F",22,"2018-01-02",39000,2.61,4.53,205,528,6,15.66,"2","5","2","52",7,"252",9,"a4f36131192347019fdefb4c94a257a4"
"M",62,"2018-05-19",64000,5.01,7.55,69,672,6,30.05,"7","5","3","53",8,"753",15,"a4f4ab48d79a4c2b9d9b6d70b987ea46"
"F",51,"2015-11-29",78000,20.3,28.98,970,672,10,203.02,"7","8","9","89",17,"789",24,"a5016c17d5ef450482fa82c002896476"
"F",57,"2018-01-07",70000,24.03,36.83,200,714,7,168.2,"10","6","8","68",14,"1068",24,"a509b9395b23477385120b259ffe9e6b"
"M",44,"2015-12-23",53000,4.8,7.58,946,714,8,38.39,"10","6","3","63",9,"1063",19,"a50ed51e4fda4d59ba643749469894c4"
"M",68,"2015-09-21",85000,22.29,33.78,1040,570,9,200.57,"3","7","9","79",16,"379",19,"a50f214a50954eeca6b547e275569e08"
"M",77,"2015-08-27",94000,23.55,44.82,1065,612,10,235.48,"4","8","9","89",17,"489",21,"a50f496253874130a441e7292a63a4a5"
"M",46,"2017-06-25",72000,18.69,32.16,397,630,8,149.54,"5","6","8","68",14,"568",19,"a5123c75def349978d195b32b4d753a8"
"M",50,"2017-11-21",42000,4.31,10.42,247,612,5,21.55,"4","4","2","42",6,"442",10,"a51d258ed1294892b4956420b2158925"
"M",61,"2018-05-28",56000,4.67,6.99,60,648,4,18.67,"6","3","2","32",5,"632",11,"a5202f3dd8144b829315ed1823af2e4a"
"F",73,"2018-03-17",37000,9.87,20.16,131,660,9,88.8,"6","7","6","76",13,"676",19,"a521e0047e994449acef4703628cff7c"
"F",83,"2018-01-04",61000,15.27,27.56,203,648,12,183.19,"6","8","9","89",17,"689",23,"a52af30da74d48c582ff6735cc3d41c0"
"F",69,"2016-05-22",85000,22.5,32.58,796,654,6,135,"6","5","7","57",12,"657",18,"a53045051eca43ee9041d2e57b752cf7"
"M",50,"2017-06-15",73000,21.56,34.04,407,708,22,474.36,"10","10","10","1010",20,"101010",30,"a53129ef372e44e7af6cbc0a0ec11c26"
"F",74,"2017-12-16",77000,26.15,36.33,222,642,3,78.44,"5","2","5","25",7,"525",12,"a53360f4e6d94a09a6bcc668bee1b2a2"
"M",57,"2017-10-13",88000,23.11,41.44,287,684,14,323.49,"8","9","10","910",19,"8910",27,"a5360772ba38441692f0d7cbc1d643b6"
"F",93,"2016-10-20",78000,15.32,25.92,645,678,8,122.55,"7","6","7","67",13,"767",20,"a53cf0dc906c47e8bad3db0618953584"
"M",58,"2015-12-21",70000,20.82,27.38,948,636,10,208.16,"5","8","9","89",17,"589",22,"a53e7bd4a5ed4f02a65ac0b4b3fc9234"
"M",62,"2017-11-10",68000,18.05,40.38,258,474,6,108.32,"1","5","6","56",11,"156",12,"a54258212fec4086bacd899d252b1088"
"F",54,"2017-11-25",62000,16.75,21.88,243,570,6,100.48,"3","5","6","56",11,"356",14,"a544aceab61c444992a5b27958d39528"
"M",40,"2018-04-21",35000,3.94,6.56,97,672,3,11.81,"7","2","1","21",3,"721",10,"a54c482807c3487aad8f4f3a9a65e389"
"F",75,"2018-01-09",42000,3.41,6.89,198,624,5,17.06,"4","4","2","42",6,"442",10,"a54c8245347843a199adc699e9a2048c"
"M",40,"2015-05-28",33000,6.76,70.95,1156,702,13,87.94,"9","9","6","96",15,"996",24,"a54f2fe8cd524ee0b7211a2dd6e5dec8"
"F",28,"2015-12-24",53000,12.03,19.35,945,708,10,120.25,"10","8","7","87",15,"1087",25,"a54fde7c149c42c394407f40052633ba"
"M",66,"2015-10-22",77000,15.75,23.57,1009,582,3,47.24,"3","2","4","24",6,"324",9,"a551a070a9484cd69ca431f79b98f056"
"M",44,"2016-10-21",96000,25.14,35.32,644,714,8,201.13,"10","6","9","69",15,"1069",25,"a55443a41bb4494eadec2451cdcffa55"
"M",42,"2018-07-08",47000,4.32,8.9,19,510,4,17.3,"2","3","2","32",5,"232",7,"a556e874244e4abc84a2e032a73cf3ad"
"F",64,"2018-04-14",85000,17.76,24.66,104,702,4,71.06,"9","3","5","35",8,"935",17,"a55acf4fede04caba13806d9ac1eb405"
"M",27,"2018-06-14",66000,2.1,3.81,43,528,6,12.62,"2","5","1","51",6,"251",8,"a55f29feac844829b2a1cac47f88a6e9"
"M",27,"2018-02-27",52000,12.39,17.79,149,648,11,136.29,"6","8","7","87",15,"687",21,"a55ff4a6803342e3926df629f31d6bea"
"F",53,"2016-03-11",90000,25.32,34.81,867,702,13,329.2,"9","9","10","910",19,"9910",28,"a562dd6f04594a588f1d050609430c40"
"F",42,"2017-11-01",75000,23.17,30.79,267,660,3,69.51,"6","2","5","25",7,"625",13,"a5650d514c3d470484f99c62bc4605e0"
"M",42,"2017-11-20",54000,13.28,19.88,248,696,9,119.48,"9","7","7","77",14,"977",23,"a5675e02cac04aefb87d21551a3dfa8c"
"M",47,"2017-12-07",43000,1.96,8.6,231,618,9,17.67,"4","7","2","72",9,"472",13,"a568a22db3824c738b264f011b7390f4"
"F",54,"2018-04-25",78000,31.86,33.17,93,654,2,63.72,"6","1","5","15",6,"615",12,"a56c43781fd04fbba019f14c451bc655"
"O",67,"2017-02-10",73000,19.5,32.45,531,672,15,292.53,"7","9","10","910",19,"7910",26,"a56de29d5c2540a28c86f3b43f8b6aa9"
"F",64,"2018-07-01",99000,25.12,39.43,26,588,6,150.72,"3","5","8","58",13,"358",16,"a56e6aadf83447df9b621120fca51f24"
"M",57,"2018-01-10",77000,23.07,34.16,197,588,10,230.72,"3","8","9","89",17,"389",20,"a57890c3bbb7463e9018abb7fecadb15"
"M",52,"2017-08-23",81000,22.69,31.13,338,630,3,68.08,"5","2","5","25",7,"525",12,"a57e2262f00948d69dc95194b771cd22"
"F",55,"2017-10-17",75000,16.27,16.27,283,438,1,16.27,"1","1","2","12",3,"112",4,"a5826ada7b5a44e8a99c2345c7abfff6"
"F",71,"2016-05-17",32000,39.65,289.88,801,582,9,356.82,"3","7","10","710",17,"3710",20,"a5873ee39d42414fb78c03e4b658757e"
"M",70,"2015-11-24",74000,22.78,26.84,975,600,3,68.34,"3","2","5","25",7,"325",10,"a59bfb59c77d4d319769bf0ed8bed04d"
"M",67,"2014-10-14",65000,16.57,23.63,1382,606,7,115.98,"4","6","7","67",13,"467",17,"a5a0645e00a64608a5cdc6073c440f9c"
"F",55,"2018-07-05",67000,18.26,27.03,22,528,5,91.32,"2","4","6","46",10,"246",12,"a5a2a9d653d4410ca20ea6dd1c72e7d7"
"M",75,"2015-11-29",52000,12.32,19.18,970,594,11,135.54,"3","8","7","87",15,"387",18,"a5a6ef2b78a04ddc9f374dd7c7f60bff"
"M",64,"2016-07-09",75000,17.44,24.42,748,582,13,226.71,"3","9","9","99",18,"399",21,"a5b13a923611434dadcb9e000abbd361"
"F",65,"2017-12-09",105000,24.4,46.02,229,606,7,170.83,"4","6","8","68",14,"468",18,"a5b2bb4a83fd45808bb74f05ca50e1c9"
"F",58,"2016-02-17",95000,26.37,39.03,890,672,11,290.07,"7","8","10","810",18,"7810",25,"a5b31e84a4ea461a86475f4034abe721"
"F",40,"2015-11-17",71000,18.23,26.94,982,594,11,200.5,"3","8","9","89",17,"389",20,"a5b421b4863d499092959fce048cb9c4"
"M",48,"2016-04-26",67000,19.33,27.35,822,678,10,193.31,"7","8","9","89",17,"789",24,"a5b8d948da354e50ba10361db92c25d5"
"F",52,"2017-08-10",67000,21.06,35.16,351,630,9,189.51,"5","7","9","79",16,"579",21,"a5c15f41f7ed4c3289ebb87b23bb1fff"
"M",33,"2018-06-12",45000,11.02,16.56,45,660,7,77.14,"6","6","5","65",11,"665",17,"a5c24057de1147a798422162559bbe83"
"F",70,"2017-03-19",36000,9.04,14.54,494,612,7,63.28,"4","6","5","65",11,"465",15,"a5c858fd73334e0b9c6abfc487478846"
"M",61,"2016-03-27",99000,148.01,644.85,851,612,5,740.03,"4","4","10","410",14,"4410",18,"a5cde6ee9df740b5afd639bb94a007ba"
"M",57,"2014-05-11",34000,3.04,7.15,1538,642,16,48.6,"5","10","4","104",14,"5104",19,"a5d1040cc7f94b0cabc4965f9fd7a8ff"
"M",55,"2018-03-10",74000,3.74,10.2,138,588,7,26.15,"3","6","3","63",9,"363",12,"a5d69a12107f4841af1a2def904a369a"
"F",79,"2018-01-13",96000,26.67,37.25,194,582,5,133.34,"3","4","7","47",11,"347",14,"a5db8bfaf48043e988949acadbc5b18e"
"F",53,"2018-02-28",72000,3.21,5.18,148,582,7,22.47,"3","6","2","62",8,"362",11,"a5de55851a684b2f8b31a7d9043f0210"
"M",53,"2017-02-09",54000,10.74,16.4,532,642,12,128.87,"5","8","7","87",15,"587",20,"a5e2537543c042c09349d14ce47cf083"
"M",64,"2017-11-18",67000,2.54,4.37,250,564,4,10.18,"2","3","1","31",4,"231",6,"a5e5775db2d543128d8057c39ac59396"
"M",32,"2018-02-14",66000,2.35,3.71,162,708,4,9.4,"10","3","1","31",4,"1031",14,"a5e995abf9d04d488380c6e5bb3d0814"
"F",36,"2017-11-09",50000,1.77,3.04,259,642,5,8.85,"5","4","1","41",5,"541",10,"a5e9fe2c5b1b4da2970efcd7a59b4037"
"F",66,"2018-01-15",62000,15.52,25.51,192,696,11,170.76,"9","8","8","88",16,"988",25,"a5eb8d8f9d90410fa3971ba125926072"
"M",56,"2017-12-30",97000,24.44,34.48,208,678,6,146.67,"7","5","8","58",13,"758",20,"a5ecec6855aa4835946e9d93bdb5fcd7"
"M",57,"2016-06-13",83000,23.45,38.04,774,534,7,164.14,"2","6","8","68",14,"268",16,"a5f8feec3c8a4581b28ae0ed0664926c"
"F",31,"2017-12-21",32000,8.36,10.7,217,582,4,33.44,"3","3","3","33",6,"333",9,"a5fb6f7fed7143d98432a692476b148c"
"F",58,"2017-08-17",77000,21.08,34.63,344,702,10,210.78,"9","8","9","89",17,"989",26,"a60345566e4a48a29a943f87cf499669"
"M",56,"2018-02-17",38000,3.62,8.27,159,624,3,10.87,"4","2","1","21",3,"421",7,"a604e3573abe41bdbfae36485b9992b8"
"M",67,"2014-12-10",74000,25.41,37.12,1324,594,8,203.24,"3","6","9","69",15,"369",18,"a6064347d58f4e9093bd92cc780a48bb"
"F",64,"2015-10-24",95000,25.18,41.03,1007,678,10,251.77,"7","8","10","810",18,"7810",25,"a60741d3abb742d89fdd5e0ab047ef00"
"M",50,"2015-02-26",46000,3.78,11.98,1246,678,17,64.29,"7","10","5","105",15,"7105",22,"a608c569b0b142b48a926b53ef93e76e"
"F",50,"2016-01-07",77000,18.54,27.87,931,678,7,129.81,"7","6","7","67",13,"767",20,"a6091f4b43d14b529b29d86552b79551"
"F",44,"2016-12-16",72000,18.42,32.2,587,654,14,257.85,"6","9","10","910",19,"6910",25,"a60c0dfc92be47b3ac8644eaede4bb15"
"M",85,"2016-06-24",53000,10.7,15.64,763,684,15,160.5,"8","9","8","98",17,"898",25,"a60dc180138d4278ae6c6eba2c364356"
"M",28,"2014-02-08",53000,3.35,7.42,1629,690,14,46.91,"8","9","4","94",13,"894",21,"a6105ca2ed8f4ce4b1b73f98b9b82c3a"
"F",79,"2018-05-02",88000,23.02,31.27,86,558,6,138.12,"2","5","7","57",12,"257",14,"a611a96c65a74267a8fa133c90d3f76c"
"F",25,"2017-10-20",46000,1.56,3.47,280,714,7,10.95,"10","6","1","61",7,"1061",17,"a6173195564d4c7ba641bc441b28c4f0"
"M",81,"2018-06-05",76000,0,0,52,0,0,0,"1","1","1","11",2,"111",3,"a61db2e2807440ebac06d9a470b118bd"
"F",73,"2017-08-19",53000,11.65,22.76,342,702,5,58.26,"9","4","4","44",8,"944",17,"a61e96edb3924b8d92f3f0ca49bf2f06"
"F",60,"2017-10-17",68000,15.66,23.26,283,648,11,172.26,"6","8","8","88",16,"688",22,"a6223a4c9b3b47ed88c7a95dfe9994ef"
"F",26,"2018-05-24",69000,3.72,10.45,64,672,7,26.07,"7","6","3","63",9,"763",16,"a624d0260f8d4390adde915a961c9e1d"
"F",24,"2015-10-16",31000,7.73,13.74,1015,708,23,177.88,"10","10","8","108",18,"10108",28,"a62806d8820745379742e5799b9566cf"
"M",49,"2017-11-10",79000,21.41,28.84,258,636,6,128.49,"5","5","7","57",12,"557",17,"a6292629dfb24fc583dd6d324d47a5dd"
"F",87,"2015-11-09",99000,26.36,37.07,990,714,10,263.58,"10","8","10","810",18,"10810",28,"a62b73003f084ae4ae59c4b0e617f647"
"M",51,"2017-11-16",34000,1.75,2.21,252,696,2,3.5,"9","1","1","11",2,"911",11,"a634dd39d760460cb70cf96a2467637f"
"F",49,"2017-12-27",54000,10.8,18.78,211,672,19,205.11,"7","10","9","109",19,"7109",26,"a637ef4f38a8419ca56c6903c6f2657c"
"M",44,"2014-03-10",56000,13.79,22.8,1599,702,9,124.1,"9","7","7","77",14,"977",23,"a63855f04a7b4d7fae80e4b8da018ee2"
"F",45,"2017-05-18",57000,14.03,29.56,435,648,12,168.4,"6","8","8","88",16,"688",22,"a63cf729b0b44a12be0993e414676489"
"F",41,"2017-11-12",91000,28.97,47.65,256,552,3,86.9,"2","2","5","25",7,"225",9,"a6493baaa4fa49c39953bd0acc458d74"
"F",71,"2017-07-28",110000,27.25,45.05,364,702,9,245.23,"9","7","10","710",17,"9710",26,"a64b341b013f409e80f06cbdbd786bb5"
"F",38,"2014-12-18",42000,2.22,7.63,1316,558,12,26.68,"2","8","3","83",11,"283",13,"a64b8890ef5f4db3a4148b0d76c81d00"
"M",85,"2016-10-01",96000,27.12,44.15,664,708,7,189.86,"10","6","9","69",15,"1069",25,"a65353ea28ff442aabfb39eb974326e3"
"F",34,"2018-01-06",50000,3.39,5.77,201,522,7,23.74,"2","6","2","62",8,"262",10,"a65b6cd822064cd7b9a5980f78a8b19b"
"M",68,"2017-07-31",108000,27.73,35.66,361,498,4,110.91,"1","3","6","36",9,"136",10,"a65d721818e340248d71fab7cb064a4d"
"M",62,"2016-08-02",94000,28.68,33.38,724,678,2,57.35,"7","1","4","14",5,"714",12,"a67060333adb4e4aa700c015850e2002"
